OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,sigma_x,sigma_y,sigma_z
STARLINK-4561,2022-101AN,2025-07-31T18:57:19.601280,15.08844793,0.0001252,53.2185,326.0052,90.1627,269.9509,0,U,53563,999,16309,3.1913e-05,2.2e-06,0.0,0.5,0.5,0.5
STARLINK-4577,2022-101AP,2025-07-31T15:25:19.904736,15.08838115,0.0001265,53.2194,326.5067,88.4534,271.6603,0,U,53564,999,16307,0.0001266,1.727e-05,0.0,0.5,0.5,0.5
STARLINK-4575,2022-101AQ,2025-07-31T14:01:56.637984,15.08843392,0.0001193,53.2188,326.8553,103.5368,256.5757,0,U,53565,999,16306,-0.00010573,-1.97e-05,0.0,0.5,0.5,0.5
STARLINK-4576,2022-101AR,2025-07-31T15:14:43.289664,15.08870195,0.0001048,53.2196,326.4604,84.7152,275.396,0,U,53566,999,16376,-0.00039084,-6.508e-05,0.0,0.5,0.5,0.5
STARLINK-4585,2022-101AS,2025-07-31T13:55:15.321216,15.08844291,0.0001473,53.2198,326.828,76.3349,283.7807,0,U,53567,999,16306,3.2507e-05,2.29e-06,0.0,0.5,0.5,0.5
STARLINK-4583,2022-101AT,2025-07-31T14:58:47.925120,15.08828238,0.0001396,53.2188,326.3948,120.8686,239.2444,0,U,53568,999,16307,-0.00012958,-2.349e-05,0.0,0.5,0.5,0.5
STARLINK-4582,2022-101AU,2025-07-31T15:20:02.186880,15.08839433,0.0001369,53.2198,326.485,86.6805,273.4343,0,U,53569,999,16374,-1.6871e-05,-5.56e-06,0.0,0.5,0.5,0.5
STARLINK-4550,2022-101AV,2025-07-31T15:04:07.243968,15.08837298,0.0001174,53.2191,326.4126,82.2124,277.9001,0,U,53570,999,16376,-0.00010401,-1.943e-05,0.0,0.5,0.5,0.5
STARLINK-4584,2022-101AW,2025-07-31T15:09:25.423200,15.08838549,0.0001471,53.2193,326.4338,74.1501,285.9654,0,U,53571,999,16376,-0.0002346,-4.02e-05,0.0,0.5,0.5,0.5
STARLINK-4555,2022-101AX,2025-07-31T14:32:17.055744,15.08826836,0.0001212,53.219,326.2843,58.1272,301.9838,0,U,53572,999,16307,0.00029367,4.387e-05,0.0,0.5,0.5,0.5
STARLINK-4547,2022-101AY,2025-07-31T14:53:30.247872,15.08839088,0.000133,53.2194,326.37,91.6234,268.4911,0,U,53573,999,16307,-1.3631e-05,-5.05e-06,0.0,0.5,0.5,0.5
STARLINK-4559,2022-101AZ,2025-07-31T14:37:35.330016,15.08835001,0.0001268,53.2192,326.3011,90.0859,270.0278,0,U,53574,999,16307,2.5925e-06,-2.47e-06,0.0,0.5,0.5,0.5
STARLINK-4551,2022-101BA,2025-07-31T13:12:48.800448,15.08835525,0.0001473,53.2195,326.6454,101.8702,258.2456,0,U,53575,999,16375,-5.6746e-05,-1.191e-05,0.0,0.5,0.5,0.5
STARLINK-4581,2022-101BB,2025-07-31T14:49:34.541760,15.08840083,0.0001193,53.2192,326.3504,93.679,266.4339,0,U,53576,999,16389,1.6955e-05,-1.8e-07,0.0,0.5,0.5,0.5
STARLINK-4553,2022-101BC,2025-07-31T14:42:53.557632,15.08838028,0.0001531,53.2196,326.3232,93.746,266.3707,0,U,53577,999,16307,-0.0001085,-2.014e-05,0.0,0.5,0.5,0.5
STARLINK-4556,2022-101BD,2025-07-31T14:26:58.215552,15.08836056,0.0001299,53.2187,326.2566,90.744,269.3701,0,U,53578,999,16307,9.0094e-06,-1.45e-06,0.0,0.5,0.5,0.5
STARLINK-4580,2022-101BE,2025-07-31T14:21:39.578400,15.08839984,0.0001271,53.2185,326.2334,90.8834,269.2303,0,U,53579,999,16307,1.9301e-05,1.9e-07,0.0,0.5,0.5,0.5
STARLINK-4691,2022-104A,2025-07-31T07:56:15.599040,15.0883812,0.0001554,53.2176,158.0892,97.1153,263.0016,0,U,53588,999,16267,1.1903e-05,-9.9e-07,0.0,0.5,0.5,0.5
STARLINK-4673,2022-104B,2025-07-31T13:51:16.400160,15.0884123,0.0001505,53.2171,156.7839,90.9767,269.1397,0,U,53589,999,16256,3.9414e-05,3.39e-06,0.0,0.5,0.5,0.5
STARLINK-4689,2022-104C,2025-08-01T02:55:35.046624,15.08836687,0.0001417,53.217,154.4968,95.0535,265.0619,0,U,53590,999,16162,-3.2738e-06,-3.4e-06,0.0,0.5,0.5,0.5
STARLINK-4674,2022-104D,2025-08-01T02:50:17.090304,15.08834839,0.0001598,53.2162,154.4749,94.3052,265.8122,0,U,53591,999,16162,-0.00010813,-2.008e-05,0.0,0.5,0.5,0.5
STARLINK-4672,2022-104E,2025-07-31T14:03:15.795936,15.08835101,0.0001511,53.2167,156.8373,94.4186,265.6979,0,U,53592,999,16154,0.00010856,1.44e-05,0.0,0.5,0.5,0.5
STARLINK-4681,2022-104G,2025-07-31T13:40:40.020960,15.08829859,0.0001345,53.2164,156.7385,87.8927,272.2219,0,U,53594,999,16154,0.00010561,1.393e-05,0.0,0.5,0.5,0.5
STARLINK-4684,2022-104H,2025-07-31T13:45:58.651200,15.0883315,0.0001459,53.2168,156.7633,91.2771,268.8389,0,U,53595,999,16195,8.4714e-05,1.06e-05,0.0,0.5,0.5,0.5
STARLINK-4676,2022-104L,2025-08-01T05:02:41.238528,15.0883502,0.0001427,53.2174,153.6291,91.0369,269.0787,0,U,53598,999,16164,1.7004e-05,-1.7e-07,0.0,0.5,0.5,0.5
STARLINK-4677,2022-104N,2025-08-01T04:58:52.973184,15.08833013,0.0001396,53.2166,154.3031,85.2705,274.8446,0,U,53600,999,16204,-7.8585e-06,-4.13e-06,0.0,0.5,0.5,0.5
STARLINK-4675,2022-104P,2025-08-01T03:43:13.270080,15.08834574,0.0001444,53.2174,153.9959,86.5485,273.5672,0,U,53601,999,16163,2.5941e-05,1.25e-06,0.0,0.5,0.5,0.5
STARLINK-4648,2022-104Q,2025-07-31T23:05:41.000640,15.08838782,0.0001384,53.2171,149.9457,91.8741,268.241,0,U,53602,999,16236,-1.355e-05,-5.04e-06,0.0,0.5,0.5,0.5
STARLINK-4692,2022-104R,2025-08-01T01:12:54.754272,15.08830597,0.0001532,53.2172,149.7814,95.4062,264.7105,0,U,53603,999,16168,-5.5703e-05,-1.174e-05,0.0,0.5,0.5,0.5
STARLINK-4690,2022-104S,2025-07-31T05:25:50.219616,15.08833336,0.0001075,53.2169,153.1669,95.5227,264.5888,0,U,53604,999,16225,0.00053612,8.253e-05,0.0,0.5,0.5,0.5
STARLINK-4693,2022-104T,2025-08-01T05:07:59.629440,15.08835596,0.0001357,53.2171,153.6538,95.4576,264.6571,0,U,53605,999,16164,1.4579e-05,-5.6e-07,0.0,0.5,0.5,0.5
STARLINK-4590,2022-104U,2025-08-01T02:41:00.000384,15.08833564,0.0001345,53.217,144.4453,88.6382,271.4764,0,U,53606,999,16176,-3.5522e-07,-2.94e-06,0.0,0.5,0.5,0.5
STARLINK-4591,2022-104V,2025-08-01T02:32:22.073856,15.08845064,0.0001322,53.2167,149.4131,100.4382,259.6759,0,U,53607,999,16169,4.4285e-05,4.17e-06,0.0,0.5,0.5,0.5
STARLINK-4647,2022-104W,2025-08-01T04:27:00.052128,15.0882986,0.0001554,53.2174,144.1984,103.4627,256.6538,0,U,53608,999,16177,9.1639e-05,1.17e-05,0.0,0.5,0.5,0.5
STARLINK-4660,2022-104X,2025-08-01T04:55:23.988864,15.08826625,0.0001583,53.2177,148.6138,75.0373,285.0795,0,U,53609,999,16171,0.00012665,1.728e-05,0.0,0.5,0.5,0.5
STARLINK-4610,2022-104Y,2025-08-01T02:42:22.961664,15.08837095,0.0001516,53.2169,144.4524,92.471,267.6456,0,U,53610,999,16176,-1.6714e-05,-5.54e-06,0.0,0.5,0.5,0.5
STARLINK-4650,2022-104Z,2025-08-01T06:00:02.000160,15.90557608,0.0007791,53.1716,52.2775,261.1649,291.1034,0,U,53611,999,16306,0.0016735,0.00525636,0.00011708,0.5,0.5,0.5
STARLINK-4658,2022-104AA,2025-07-31T12:17:13.216992,15.0883318,0.0001569,53.2169,147.1005,87.9026,272.2146,0,U,53612,999,16224,-2.5815e-07,-2.92e-06,0.0,0.5,0.5,0.5
STARLINK-4655,2022-104AB,2025-07-31T12:27:49.881312,15.08834932,0.0001797,53.2171,147.147,86.9854,273.1343,0,U,53613,999,16224,0.00013831,1.914e-05,0.0,0.5,0.5,0.5
STARLINK-4605,2022-104AE,2025-08-01T02:31:40.988064,15.08836521,0.0001393,53.2175,134.2369,83.6981,276.417,0,U,53616,999,16190,2.4479e-05,1.02e-06,0.0,0.5,0.5,0.5
STARLINK-4609,2022-104AH,2025-08-01T02:25:04.863936,15.08831075,0.0001639,53.2171,144.3796,87.7557,272.3622,0,U,53619,999,16176,-5.9996e-06,-3.83e-06,0.0,0.5,0.5,0.5
STARLINK-4615,2022-104AJ,2025-07-31T22:53:04.968672,15.08832223,0.0001295,53.2168,144.8811,90.4821,269.632,0,U,53620,999,16242,5.9431e-05,6.58e-06,0.0,0.5,0.5,0.5
STARLINK-4608,2022-104AK,2025-08-01T02:19:46.345152,15.08834574,0.0001422,53.2175,144.3564,87.5361,272.5794,0,U,53621,999,16176,1.6919e-06,-2.61e-06,0.0,0.5,0.5,0.5
STARLINK-4568,2022-104AL,2025-07-31T12:48:55.493568,15.08843881,0.0001383,53.2178,146.5322,81.4077,278.7071,0,U,53622,999,16236,6.9547e-05,8.19e-06,0.0,0.5,0.5,0.5
STARLINK-4573,2022-104AM,2025-08-01T00:33:46.337472,15.08835784,0.0001385,53.2172,144.6078,92.3729,267.7421,0,U,53623,999,16175,3.3492e-05,2.45e-06,0.0,0.5,0.5,0.5
STARLINK-4596,2022-104AN,2025-08-01T05:04:00.305760,15.08844065,0.0001399,53.2169,143.6439,91.6416,268.4736,0,U,53624,999,16178,3.8452e-05,3.24e-06,0.0,0.5,0.5,0.5
STARLINK-4554,2022-104AQ,2025-07-31T04:57:18.762624,15.08837641,0.0001644,53.2179,148.0412,89.1725,270.9456,0,U,53626,999,16232,2.6341e-05,1.31e-06,0.0,0.5,0.5,0.5
STARLINK-4595,2022-104AR,2025-08-01T04:58:42.293280,15.08848574,0.0001286,53.2171,143.6227,94.3235,265.7904,0,U,53627,999,16178,0.00011282,1.508e-05,0.0,0.5,0.5,0.5
STARLINK-4600,2022-104AS,2025-08-01T04:37:29.262720,15.08838369,0.0001484,53.2166,143.5306,81.6795,278.4365,0,U,53628,999,16178,-4.3912e-06,-3.58e-06,0.0,0.5,0.5,0.5
STARLINK-4602,2022-104AT,2025-08-01T01:42:37.838592,15.08838681,0.0001501,53.2181,144.1911,86.0881,274.0283,0,U,53629,999,16176,-3.4547e-07,-2.93e-06,0.0,0.5,0.5,0.5
STARLINK-4598,2022-104AU,2025-08-01T02:33:05.953824,15.08832878,0.0001291,53.2171,134.4302,80.4644,279.6494,0,U,53630,999,16190,-2.1976e-05,-6.38e-06,0.0,0.5,0.5,0.5
STARLINK-4599,2022-104AV,2025-08-01T04:32:10.620384,15.08837893,0.0001453,53.217,143.511,95.0466,265.0691,0,U,53631,999,16178,1.1267e-05,-1.09e-06,0.0,0.5,0.5,0.5
STARLINK-4606,2022-104AW,2025-08-01T03:56:29.301792,15.0883894,0.0001615,53.2174,134.0834,82.8429,277.2747,0,U,53632,999,16191,5.5528e-05,5.96e-06,0.0,0.5,0.5,0.5
STARLINK-4593,2022-104AX,2025-07-31T05:46:23.608992,15.08839972,0.0001499,53.217,138.2674,70.765,289.3505,0,U,53633,999,16246,-3.9187e-06,-3.5e-06,0.0,0.5,0.5,0.5
STARLINK-4592,2022-104AY,2025-08-01T03:45:52.784352,15.08835241,0.0001523,53.2178,134.0409,96.8515,263.265,0,U,53634,999,16191,3.4561e-06,-2.33e-06,0.0,0.5,0.5,0.5
STARLINK-4587,2022-104AZ,2025-07-31T23:05:01.946976,15.08834092,0.0001429,53.2173,134.9536,88.5706,271.545,0,U,53635,999,16290,2.4455e-05,1.01e-06,0.0,0.5,0.5,0.5
STARLINK-4586,2022-104BA,2025-08-01T03:35:17.663136,15.088848,0.000132,53.2171,133.9934,91.0849,269.0294,0,U,53636,999,16191,0.0015022,0.0002373,0.0,0.5,0.5,0.5
STARLINK-4396,2022-104BB,2025-08-01T04:24:23.441760,15.08843999,0.0001497,53.2172,134.1937,93.4402,266.6761,0,U,53637,999,16191,2.779e-05,1.54e-06,0.0,0.5,0.5,0.5
STARLINK-4594,2022-104BC,2025-07-31T19:11:48.061248,15.0883745,0.000149,53.2168,135.3688,93.8321,266.2841,0,U,53638,999,16288,1.2161e-05,-9.4e-07,0.0,0.5,0.5,0.5
STARLINK-4422,2022-104BD,2025-07-31T11:36:06.065856,15.08835698,0.0001361,53.2166,136.9435,89.7073,270.4076,0,U,53639,999,16266,9.3343e-06,-1.39e-06,0.0,0.5,0.5,0.5
STARLINK-4597,2022-104BE,2025-08-01T01:49:15.982752,15.0883444,0.0001337,53.217,134.2455,89.0983,271.0162,0,U,53640,999,16190,-2.7963e-05,-7.33e-06,0.0,0.5,0.5,0.5
STARLINK-4588,2022-104BF,2025-07-31T22:54:23.154624,15.08853526,0.0001304,53.2161,134.902,86.2302,273.8839,0,U,53641,999,16290,0.00012497,1.702e-05,0.0,0.5,0.5,0.5
STARLINK-4622,2022-105A,2025-07-31T15:01:01.589376,15.01262286,0.0001896,97.6595,93.5976,75.0006,285.1428,0,U,53648,999,16007,3.2745e-05,3.62e-06,0.0,0.5,0.5,0.5
STARLINK-4386,2022-105B,2025-07-31T14:58:21.606816,15.01260541,0.0001947,97.6595,93.5981,86.5724,273.5723,0,U,53649,999,16034,4.655e-05,5.39e-06,0.0,0.5,0.5,0.5
STARLINK-4380,2022-105C,2025-07-31T16:31:40.455552,15.01261154,0.0002448,97.6591,93.6648,70.2443,289.9045,0,U,53650,999,16007,5.383e-05,6.32e-06,0.0,0.5,0.5,0.5
STARLINK-4388,2022-105D,2025-07-31T16:29:00.403872,15.01261833,0.0002304,97.6582,93.6644,89.0973,271.0515,0,U,53651,999,16007,5.6079e-05,6.61e-06,0.0,0.5,0.5,0.5
STARLINK-4374,2022-105E,2025-08-01T05:14:10.778784,15.01258806,0.0002661,97.6583,94.1897,74.9378,285.214,0,U,53652,999,16043,6.6429e-05,7.94e-06,0.0,0.5,0.5,0.5
STARLINK-4390,2022-105F,2025-07-31T15:17:01.800096,15.01260439,0.0003125,97.6567,93.5543,138.7581,221.388,0,U,53653,999,16006,2.1119e-05,2.12e-06,0.0,0.5,0.5,0.5
STARLINK-4420,2022-105G,2025-08-01T05:06:07.860672,15.01306924,0.0004638,97.6552,94.1877,46.4228,313.7381,0,U,53654,999,16043,0.00050545,6.448e-05,0.0,0.5,0.5,0.5
STARLINK-4470,2022-105H,2025-07-31T22:47:39.401376,15.01220903,0.0003808,97.6602,93.929,68.6734,291.4896,0,U,53655,999,16011,-0.00042406,-5.497e-05,0.0,0.5,0.5,0.5
STARLINK-4466,2022-105J,2025-08-01T04:58:11.175456,15.01263701,0.000391,97.6544,94.1838,49.7952,310.3614,0,U,53656,999,16043,-9.62e-05,-1.295e-05,0.0,0.5,0.5,0.5
STARLINK-4469,2022-105K,2025-08-01T05:18:54.747936,15.17179688,0.0002267,97.6533,94.6328,72.3619,287.7861,0,U,53657,999,16046,0.014202,0.00293419,0.0,0.5,0.5,0.5
STARLINK-4452,2022-105L,2025-07-31T22:36:56.041056,15.01264531,0.0003453,97.6558,93.9182,45.3928,314.7577,0,U,53658,999,16011,-6.3289e-05,-8.72e-06,0.0,0.5,0.5,0.5
STARLINK-4463,2022-105M,2025-07-31T22:39:56.887488,15.01261696,0.0003187,97.6563,93.9205,55.0245,305.1278,0,U,53659,999,16011,-3.7132e-06,-1.07e-06,0.0,0.5,0.5,0.5
STARLINK-4473,2022-105N,2025-07-31T16:05:00.636864,15.01260275,0.0003349,97.6543,93.6476,23.1256,337.0118,0,U,53660,999,16007,-3.0493e-05,-4.51e-06,0.0,0.5,0.5,0.5
STARLINK-4472,2022-105P,2025-08-01T04:55:51.972096,15.0129473,0.0003566,97.6545,94.1798,46.9829,313.1693,0,U,53661,999,16043,-0.00055825,-7.229e-05,0.0,0.5,0.5,0.5
STARLINK-4357,2022-105Q,2025-07-31T16:00:02.212992,15.01267382,0.0002285,97.6545,93.6395,36.2294,323.9084,0,U,53662,999,16007,9.83e-05,1.204e-05,0.0,0.5,0.5,0.5
STARLINK-4457,2022-105R,2025-07-31T16:07:40.480320,15.01261816,0.0003546,97.6548,93.6512,49.5403,310.613,0,U,53663,999,16007,-0.00025066,-3.278e-05,0.0,0.5,0.5,0.5
STARLINK-4471,2022-105S,2025-07-31T15:54:41.918688,15.01259278,0.0001935,97.6554,93.6367,42.7819,317.3555,0,U,53664,999,16007,-3.3773e-05,-4.93e-06,0.0,0.5,0.5,0.5
STARLINK-4334,2022-105T,2025-07-31T15:57:00.873216,15.01260392,0.0003069,97.6551,93.6454,73.3111,286.845,0,U,53665,999,16007,-3.3747e-05,-4.93e-06,0.0,0.5,0.5,0.5
STARLINK-4406,2022-105V,2025-07-31T16:02:20.443488,15.01261578,0.0003335,97.6544,93.6432,19.5326,340.6026,0,U,53667,999,16007,-1.8913e-05,-3.02e-06,0.0,0.5,0.5,0.5
STARLINK-4458,2022-105W,2025-08-01T04:39:31.279392,15.01259327,7.39e-05,97.6556,94.1275,68.5155,291.6148,0,U,53668,999,16043,-8.0519e-06,-1.62e-06,0.0,0.5,0.5,0.5
STARLINK-4464,2022-105X,2025-07-31T15:59:40.677792,15.01260585,0.0002673,97.6547,93.631,35.6971,324.4432,0,U,53669,999,16007,-7.5067e-06,-1.56e-06,0.0,0.5,0.5,0.5
STARLINK-4459,2022-105Y,2025-08-01T04:34:11.535456,15.01252963,0.00021,97.6565,94.1484,92.6565,267.49,0,U,53670,999,16043,-8.5571e-06,-1.69e-06,0.0,0.5,0.5,0.5
STARLINK-4440,2022-105Z,2025-07-31T15:46:41.837088,15.01260988,0.0001064,97.6561,93.6275,133.0554,227.076,0,U,53671,999,16007,-3.1813e-05,-4.68e-06,0.0,0.5,0.5,0.5
STARLINK-4428,2022-105AA,2025-07-31T15:27:40.889664,15.01257724,0.0001622,97.6563,93.6301,143.5048,216.6287,0,U,53672,999,16035,-6.874e-05,-9.42e-06,0.0,0.5,0.5,0.5
STARLINK-4456,2022-105AB,2025-08-01T05:09:12.160512,15.01267958,0.000243,97.6571,94.1876,48.6754,311.4679,0,U,53673,999,16043,4.9741e-06,5e-08,0.0,0.5,0.5,0.5
STARLINK-4620,2022-105AC,2025-07-31T15:38:20.941728,15.01257692,0.0001368,97.6564,93.6169,91.8034,268.3347,0,U,53674,999,16007,2.8149e-05,3.03e-06,0.0,0.5,0.5,0.5
STARLINK-4617,2022-105AD,2025-07-31T15:30:20.662272,15.01261205,9.19e-05,97.6558,93.6219,150.2043,209.9234,0,U,53675,999,16007,-3.5444e-05,-5.14e-06,0.0,0.5,0.5,0.5
STARLINK-4621,2022-105AE,2025-07-31T15:33:01.209024,15.01256291,0.0001173,97.6563,93.6125,118.5471,241.5871,0,U,53676,999,16007,2.3438e-05,2.42e-06,0.0,0.5,0.5,0.5
STARLINK-4579,2022-105AF,2025-07-31T15:41:00.957120,15.01260205,0.0001475,97.6564,93.6193,96.9432,263.196,0,U,53677,999,16007,-1.6128e-05,-2.66e-06,0.0,0.5,0.5,0.5
STARLINK-4632,2022-105AH,2025-07-31T15:35:40.885728,15.01259896,0.0001178,97.6563,93.6147,101.7729,258.3628,0,U,53679,999,16007,-3.5806e-05,-5.19e-06,0.0,0.5,0.5,0.5
STARLINK-4630,2022-105AJ,2025-07-31T15:25:02.137440,15.01257698,0.000193,97.6564,93.6063,162.5929,197.5362,0,U,53680,999,16007,6.7781e-05,8.12e-06,0.0,0.5,0.5,0.5
STARLINK-4424,2022-105AK,2025-08-01T04:10:11.129952,15.01264995,0.0002747,97.6569,94.1428,154.2256,205.9106,0,U,53681,999,16043,0.00011216,1.382e-05,0.0,0.5,0.5,0.5
STARLINK-4438,2022-105AL,2025-07-31T15:09:01.082592,15.01257612,0.0001224,97.6571,93.6143,91.2252,268.9112,0,U,53682,999,16007,0.00016556,2.068e-05,0.0,0.5,0.5,0.5
STARLINK-4625,2022-105AM,2025-07-31T15:30:41.996160,15.01261406,0.0001786,97.6567,93.6058,151.5433,208.5889,0,U,53683,999,16007,2.8638e-06,-2.2e-07,0.0,0.5,0.5,0.5
STARLINK-4624,2022-105AN,2025-07-31T15:54:20.038752,15.01262516,0.0002176,97.6553,93.6963,50.9016,309.2401,0,U,53684,999,16005,1.7094e-05,1.61e-06,0.0,0.5,0.5,0.5
STARLINK-4626,2022-105AP,2025-07-31T15:20:02.306976,15.01261325,0.0002206,97.6567,93.6065,134.5492,225.5912,0,U,53685,999,16007,8.6266e-06,5.2e-07,0.0,0.5,0.5,0.5
STARLINK-4467,2022-105AQ,2025-07-31T22:39:35.509536,15.0125875,0.0003862,97.6562,93.9802,55.4731,304.6857,0,U,53686,999,16012,1.5371e-05,1.38e-06,0.0,0.5,0.5,0.5
STARLINK-4569,2022-105AR,2025-07-31T15:19:41.185632,15.01258264,0.0001707,97.6567,93.6024,155.7827,204.3478,0,U,53687,999,16035,-4.0961e-05,-5.85e-06,0.0,0.5,0.5,0.5
STARLINK-4571,2022-105AS,2025-08-01T03:59:31.490016,15.01258707,0.0001635,97.6571,94.1236,125.1271,235.0106,0,U,53688,999,16043,2.8033e-05,3.01e-06,0.0,0.5,0.5,0.5
STARLINK-4570,2022-105AU,2025-07-31T15:43:41.350944,15.01261008,0.0001787,97.6561,93.5662,109.7217,250.42,0,U,53690,999,16007,7.7471e-06,4e-07,0.0,0.5,0.5,0.5
STARLINK-4560,2022-105AV,2025-07-31T15:14:21.572160,15.01262265,0.0002063,97.6568,93.5913,122.423,237.7194,0,U,53691,999,16007,0.00015439,1.925e-05,0.0,0.5,0.5,0.5
STARLINK-4572,2022-105AW,2025-08-01T04:40:19.437888,15.07602185,0.000298,97.6472,94.6526,60.8413,299.3113,0,U,53692,999,16047,0.001022,0.00015515,0.0,0.5,0.5,0.5
STARLINK-4566,2022-105AX,2025-07-31T15:03:41.244480,15.01264135,0.0002033,97.6582,93.5962,84.329,275.8166,0,U,53693,999,16007,3.3769e-05,3.75e-06,0.0,0.5,0.5,0.5
STARLINK-4725,2022-107A,2025-07-31T21:00:26.541216,15.0883395,0.000139,53.2165,155.0218,95.2952,264.8199,0,U,53700,999,16152,-4.4386e-05,-9.94e-06,0.0,0.5,0.5,0.5
STARLINK-4711,2022-107B,2025-07-31T20:55:08.274720,15.08831332,0.0001343,53.2166,155.0009,91.1335,268.9811,0,U,53701,999,16077,-3.0765e-05,-7.77e-06,0.0,0.5,0.5,0.5
STARLINK-4724,2022-107C,2025-07-31T23:07:00.313248,15.08837291,0.0001378,53.2172,139.9026,94.9505,265.1644,0,U,53702,999,16177,2.4573e-06,-2.49e-06,0.0,0.5,0.5,0.5
STARLINK-4731,2022-107D,2025-07-31T13:19:25.968288,15.0882913,0.0001312,53.2171,156.5772,93.3947,266.7195,0,U,53703,999,16147,0.00016081,2.272e-05,0.0,0.5,0.5,0.5
STARLINK-4714,2022-107E,2025-08-01T03:11:29.770080,15.08831817,0.0001348,53.2167,154.4941,90.7044,269.4102,0,U,53704,999,16080,-6.6351e-06,-3.93e-06,0.0,0.5,0.5,0.5
STARLINK-4717,2022-107F,2025-08-01T01:30:48.394368,15.08843376,0.0001486,53.2168,154.7694,80.7681,279.3479,0,U,53705,999,16079,-7.514e-05,-1.484e-05,0.0,0.5,0.5,0.5
STARLINK-4716,2022-107G,2025-08-01T02:44:57.810336,15.08833171,0.0001605,53.2173,154.3819,86.732,273.3856,0,U,53706,999,16080,-2.143e-05,-6.29e-06,0.0,0.5,0.5,0.5
STARLINK-4667,2022-107H,2025-07-31T12:15:13.350816,15.08837089,0.0001585,53.2168,142.0464,83.4081,276.7091,0,U,53707,999,16167,1.0111e-05,-1.27e-06,0.0,0.5,0.5,0.5
STARLINK-4694,2022-107J,2025-08-01T00:37:05.391840,15.08830518,0.0001515,53.2173,139.586,93.6416,266.475,0,U,53708,999,16100,-3.4913e-05,-8.43e-06,0.0,0.5,0.5,0.5
STARLINK-4685,2022-107K,2025-07-31T21:07:44.616000,15.08827878,0.0001385,53.2163,160.0658,93.842,266.2731,0,U,53709,999,16114,-6.4319e-05,-1.311e-05,0.0,0.5,0.5,0.5
STARLINK-4627,2022-107M,2025-07-31T13:26:43.617120,15.08834882,0.0001369,53.2177,161.6128,91.2171,268.8978,0,U,53711,999,16065,-4.5526e-06,-3.6e-06,0.0,0.5,0.5,0.5
STARLINK-4683,2022-107N,2025-07-31T08:03:25.112448,15.08843202,0.0001596,53.2169,162.3622,94.9297,265.1878,0,U,53712,999,16108,3.8606e-05,3.26e-06,0.0,0.5,0.5,0.5
STARLINK-4698,2022-107P,2025-07-31T22:00:01.999584,15.7828541,0.0003143,53.1913,92.7106,180.6064,297.6806,0,U,53713,999,602,0.0014823,0.00267693,0.0,0.5,0.5,0.5
STARLINK-4686,2022-107R,2025-07-31T21:15:01.590912,15.0883688,0.0001485,53.2171,165.0685,89.3534,270.7628,0,U,53715,999,16108,-3.6245e-06,-3.46e-06,0.0,0.5,0.5,0.5
STARLINK-4699,2022-107S,2025-07-31T21:09:42.953760,15.08838284,0.0001393,53.2153,165.0435,101.9551,258.1597,0,U,53716,999,16107,1.8098e-05,0.0,0.0,0.5,0.5,0.5
STARLINK-4695,2022-107U,2025-08-01T03:16:49.958976,15.08844253,0.0001751,53.2163,164.4849,103.2839,256.8348,0,U,53718,999,16065,6.4995e-05,7.47e-06,0.0,0.5,0.5,0.5
STARLINK-4644,2022-107V,2025-08-01T01:43:56.815968,15.08833041,0.0001247,53.2165,134.1363,88.1104,272.0031,0,U,53719,999,16106,-1.8592e-05,-5.84e-06,0.0,0.5,0.5,0.5
STARLINK-4642,2022-107W,2025-08-01T03:41:52.684800,15.08845304,0.000117,53.2165,163.9034,82.3651,277.7474,0,U,53720,999,16066,-3.0146e-05,-7.68e-06,0.0,0.5,0.5,0.5
STARLINK-4707,2022-107X,2025-07-31T21:30:56.855232,15.0883233,0.0001401,53.2158,165.1368,88.3043,271.8109,0,U,53721,999,16108,1.4522e-05,-5.7e-07,0.0,0.5,0.5,0.5
STARLINK-4700,2022-107Y,2025-08-01T04:03:04.497120,15.08854247,0.0001574,53.218,163.9921,106.7185,253.398,0,U,53722,999,16066,0.00018762,2.7e-05,0.0,0.5,0.5,0.5
STARLINK-4705,2022-107Z,2025-08-01T03:25:57.455040,15.0883565,0.00014,53.2169,163.8346,93.5005,266.6147,0,U,53723,999,16066,-1.5437e-05,-5.34e-06,0.0,0.5,0.5,0.5
STARLINK-4663,2022-107AA,2025-07-31T21:25:38.071200,15.08836986,0.0001393,53.2162,165.1131,86.1297,273.9854,0,U,53724,999,16108,1.981e-06,-2.56e-06,0.0,0.5,0.5,0.5
STARLINK-4697,2022-107AC,2025-08-01T00:47:01.513824,15.08833647,0.0001396,53.2164,164.5615,84.3609,275.7542,0,U,53726,999,16064,-1.6156e-05,-5.45e-06,0.0,0.5,0.5,0.5
STARLINK-4701,2022-107AD,2025-08-01T04:13:42.661344,15.08837282,0.0001419,53.2166,164.0368,96.4749,263.6405,0,U,53727,999,16066,0.00014401,2.005e-05,0.0,0.5,0.5,0.5
